business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
17,5,964633,73841,67407.53318939824,30
10,1,867617,76749,32052.578830657865,37
13,2,585173,28620,1584.934262947545,26
16,4,588364,47631,28972.375765166802,38
17,5,20609,63836,35017.05015569404,15
16,6,143476,11554,1411.773927528622,34
18,6,743128,52026,15734.93488707718,25
1,6,797344,10398,3886.990977755447,5
19,1,207185,70201,17649.647938289236,48
6,6,36472,35501,454.1775195897476,16
19,1,547040,19214,9176.85016822254,14
8,4,360654,95788,12830.327977530027,18
13,2,195117,38342,30918.357969692264,5
7,1,81666,38410,16799.60877857354,7
19,4,442400,38429,9863.426483605032,25
11,5,37573,64344,35138.21930099718,20
12,5,582009,63636,104.31660411808909,48
16,2,739872,40382,27367.842987347114,35
17,4,372539,81081,61689.03257981967,10
1,6,665529,31703,20607.024789994695,27
11,1,438569,10366,3780.1424602957754,7
8,6,69513,14855,8270.518768166668,19
2,1,952646,76280,42949.898866287396,18
1,4,270045,83922,6775.324634840633,39
14,5,352392,65319,39181.21679545459,12
1,3,281035,8872,8675.566626874117,12
13,3,501052,31839,7947.356581844815,31
3,4,589661,63046,21167.041879350894,19
12,4,914142,13539,7352.821885536817,34
9,5,652609,34585,18640.140055557633,29
12,6,698967,52871,36223.91944768731,46
11,5,556629,18008,9830.373708976187,15
9,5,880896,99908,74476.15935413653,15
4,3,739142,74957,27016.20818531416,36
17,6,689131,28286,21112.83990192282,48
7,2,208640,870,573.1250976683166,24
2,5,716972,74814,73177.60111472808,23
10,4,530499,27806,6344.459362688027,14
10,6,500701,45810,45625.90182432228,39
19,2,167029,13634,13445.660417178453,5
19,1,450159,63808,47907.628759771214,5
11,1,56082,39924,30060.56223470449,23
21,2,281122,53802,32056.912834188955,44
15,6,438678,7757,4168.818520120916,30
7,3,821503,96743,15181.687664769097,30
9,1,656018,86800,57580.03374521593,44
17,3,783680,70892,24695.791669358005,19
17,4,918866,57534,43686.83714361679,8
7,3,715490,65562,40139.87124912668,36
16,3,963075,58093,43285.54699682678,16
11,5,46103,3215,2105.933328707185,12
6,2,301545,92638,76934.79429578429,47
13,1,358253,38442,32134.34701849036,21
21,6,926150,23393,19464.931582176207,7
13,5,431486,65540,4349.868203063107,22
3,6,797862,30361,24406.306939694925,17
16,4,740255,71967,64244.83813264239,38
6,2,946214,28057,14933.588044157983,33
14,3,436387,5131,1370.5072189524037,33
19,5,934980,30316,1838.4127161949866,42
1,5,140470,20319,10887.414049890045,22
11,4,606999,35066,32812.38031646709,36
11,6,25366,12693,6357.07516481773,25
9,3,765395,93479,24217.206430878174,10
1,5,358335,41522,34995.379382361265,2
8,5,897905,3799,383.18890005431547,5
20,1,829154,53884,19847.608181779495,36
2,1,568129,92218,46972.34448803633,39
15,5,655908,65846,59506.83488400463,8
7,6,52549,15006,2777.153801746659,18
10,6,113856,58891,39652.68021320153,5
16,2,571109,27400,8829.133262437805,45
9,3,274442,42419,32018.79425158587,23
6,4,296566,30807,12479.955506700448,22
20,2,772267,34971,17971.364025632593,33
13,6,947645,21487,15934.31817777725,48
8,5,406139,59340,42258.000845220944,40
9,5,746770,65409,49050.90785490764,41
8,6,760945,77781,61536.45973011711,36
5,6,58695,38768,5610.929854157356,11
17,2,266649,79302,5861.6436029098595,9
2,1,399066,66046,57688.5009934469,16
10,3,747191,57148,5812.595985482492,42
5,1,638821,46453,6433.907503420403,20
20,1,402836,20254,14989.045117318852,2
7,3,582735,70692,21891.736667158326,41
10,2,772197,71250,69854.73216996362,30
11,3,107299,79279,1998.152304322334,22
19,1,470767,79740,64008.24115389937,32
9,1,89152,88322,74893.92121325538,6
19,6,407193,47824,7411.4075122662825,18
6,1,989388,39756,26888.078307954314,13
12,2,839108,48825,38458.52210017138,9
15,5,249129,97723,24527.606139455747,25
5,6,82414,88284,59514.927860635944,43
6,5,875901,8153,6951.369928951252,9
19,6,555132,6739,865.9400086285897,24
15,2,13928,48692,15710.602422761473,37
1,5,870777,41538,3280.227791710099,26
7,3,514471,30269,18377.173164284468,22
4,6,654420,13820,5299.05972774212,17
20,5,494040,11089,2786.3897814039037,48
1,6,964364,8748,8166.063776407435,40
6,4,941171,15691,12159.136248058205,1
2,5,216508,14631,2164.2635835938577,9
20,3,49544,36435,8564.668744838322,24
12,1,907777,50576,42639.011031757924,26
7,4,723119,11438,842.5253687485895,18
5,5,426654,46300,4386.512283748873,12
13,6,201121,33530,9640.332500913912,33
7,5,43088,69783,33769.82825925892,27
14,6,108218,88851,21078.03358219363,15
3,2,684669,41555,2476.7713318717906,29
16,5,973426,16281,11195.748456474052,34
21,6,927691,7103,5864.681180628287,5
2,2,370745,65086,747.5019148836094,23
14,1,582832,7284,8.855882951813108,43
21,6,762118,91643,11695.278528060722,31
2,5,461213,63583,23723.4728977182,21
11,6,669372,18196,12959.62421516149,8
13,5,71621,85890,55331.226654642975,9
3,6,366744,63734,42013.62683962456,27
19,4,542820,31895,20697.383145029868,31
7,1,114602,86305,65800.17617535047,2
19,3,827071,79147,72907.84311153156,13
15,6,383963,86499,16393.00484156711,7
19,5,932826,5486,3966.2498421023765,48
10,2,155508,84046,79288.82084785368,39
1,2,593063,97548,11047.880397715226,12
16,5,958403,83933,2812.142891746923,11
19,1,608817,25114,5352.095076640777,40
8,6,61566,34190,19296.56101925926,44
2,2,627104,73045,28173.282479606034,38
4,1,356733,34358,16770.452638150426,47
10,5,790560,13223,8077.868146738118,34
1,2,408440,93614,85369.9996979002,47
20,5,731793,91899,13151.691039616455,25
16,2,553617,44427,28258.31658060831,36
12,2,514087,80794,80668.97677149388,19
4,2,651814,75909,21057.81793905672,26
5,4,343798,66015,23341.084590287486,32
1,2,755198,86519,75391.0150713061,24
2,4,553937,10748,3328.5960654377545,38
12,5,1977,47878,38980.75426890692,15
13,6,592492,83694,21825.0840735698,18
15,6,527852,63428,61721.422151176266,23
9,5,721930,59320,35806.61781694018,41
2,5,585346,28329,22276.31785665917,16
12,2,608705,83600,50981.25396707798,13
6,6,908107,63137,61244.1080782837,34
18,2,192928,53362,1518.4072301965846,24
19,3,626460,11134,9883.147436391317,4
11,6,319931,16095,4339.09007132237,12
2,2,852836,28405,16267.486237023244,43
3,5,15782,70400,68122.95807283363,21
15,2,983119,2021,1841.125514386672,23
6,6,247667,96732,75469.83601139869,23
5,2,519620,58115,19566.656493499944,43
9,4,653469,57384,2982.516485674115,20
18,3,461075,23329,20286.424632410086,19
14,6,708567,229,98.96077901558736,43
13,5,252545,37933,7459.867110886546,26
13,5,39315,88543,78095.27405789364,38
7,6,458056,83839,7828.1451439356415,37
11,3,285412,50347,24152.740255994846,37
17,4,784882,50301,28535.263698999875,48
14,2,867000,69547,35932.04572782716,15
6,4,335722,60022,8310.154606860702,47
4,5,452746,57157,55543.83748471031,16
9,4,66408,70987,14570.991190344164,26
8,6,202606,54640,44022.44118593027,17
5,1,652596,17086,9188.446837422127,7
21,5,343101,42779,19769.9461794165,19
10,2,356396,60531,44050.136450213635,30
20,3,395567,68867,54415.463026945334,2
5,5,94999,53021,24975.251972671074,8
10,4,958746,8482,531.0107240554423,2
13,1,887325,34025,11070.856641663166,36
8,5,649007,5529,3270.1447419228434,9
8,5,286660,45160,40915.558438758555,4
18,2,115643,78950,35819.71974465372,2
1,3,360226,20662,19967.19198805523,25
4,4,538164,32321,1793.3893385783126,6
18,4,327118,71999,67110.1641764178,27
7,3,631366,18657,13497.240075797135,1
17,1,150171,14110,3891.1898600285153,16
13,2,578469,96453,6152.384295115991,15
19,3,462553,18073,17602.987069479146,46
1,5,383997,6620,4444.674772725977,11
13,4,788205,33400,23392.045371809993,23
11,4,100451,25152,23046.860132819336,8
3,5,546535,94434,61322.008410637856,13
9,5,984642,61278,50971.85419646611,24
11,4,676289,2190,1797.3416406986653,47
15,1,248259,8632,7058.226296594036,43
9,4,856082,26356,8692.146401419652,6
9,6,118526,7734,195.42884456773527,7
17,2,708528,79481,70514.47201005858,38
7,3,520166,56220,52629.5113931844,43
13,3,82373,90888,70094.35591728233,10
8,3,10708,80649,10230.938254088902,32
5,2,154163,18464,13814.81974272121,41
4,6,284502,88332,60079.493218806965,46
21,1,654982,69862,56585.0504533878,21
21,4,676685,92970,56356.78762609165,4
4,6,540044,14206,3235.7306855016504,18
19,3,974905,74884,2470.0908549106125,21
5,4,747720,56395,5858.481670575971,31
5,4,803094,35637,26864.109525543143,15
18,3,491228,53344,31073.26283285647,30
17,3,893483,41471,16221.135298667989,12
2,3,434758,58702,35286.02995949682,48
16,2,374694,52492,6531.976266467708,42
15,6,314511,91328,64132.10449904626,30
19,5,594064,43335,16828.13982360287,9
21,1,946649,77090,40777.37400843542,34
7,4,910926,78515,48448.035256923,11
12,2,630644,36227,16620.044746533655,18
16,3,402783,68250,37549.639734417215,16
7,5,121323,3891,356.84769265791834,20
17,3,182573,41279,16306.982061019933,21
14,1,238420,15603,14584.300423449116,13
18,1,703262,60962,2317.510000628892,33
19,3,411555,48938,39595.49255525502,40
21,2,296959,52154,24531.97163046509,9
16,5,563090,85046,18711.963945744494,13
7,6,380780,91400,45575.58673213243,23
6,4,764987,50288,10588.798869332242,35
1,5,929329,27023,12270.436560049697,42
18,3,366244,71714,12826.480716670068,21
1,6,944327,83361,3219.422704296797,7
17,4,684681,82962,18625.431284922186,8
10,2,481596,82641,19305.978376858042,10
14,4,272296,2149,1259.1239856506768,47
20,2,242379,19480,3990.1045826149516,4
11,4,759654,29279,24062.72384347596,20
9,2,596382,78552,77976.97336717807,12
13,6,702725,64539,31170.678959791945,40
11,5,124947,52697,7592.647503555223,7
11,1,21662,93194,59293.20545595188,15
9,1,129338,60543,30648.766042427043,13
4,3,136580,58903,53336.82600518647,3
4,3,212134,36165,16412.865669939343,8
21,5,234609,68994,9869.856424127218,39
11,3,976066,22570,7340.130030306046,20
6,3,500037,30758,21408.01720442956,27
10,5,945997,88069,46542.06116639683,41
9,6,715309,41815,12306.880545472526,44
13,6,841719,55490,43214.27237210538,4
1,6,680801,80198,79475.99724879215,32
21,6,88573,19677,17993.191944775393,36
7,3,490452,44903,16069.343627825016,25
8,5,387758,73323,71570.49592136634,48
11,3,805707,81295,1128.9338453258908,10
8,1,693300,52255,41627.5200042513,27
14,6,888151,26070,14841.479667733729,5
18,2,829530,30426,29137.088664842893,48
19,4,49,15225,14860.354136672979,46
12,3,113970,97462,89984.13951511972,2
11,3,720263,68905,44100.56728913426,38
17,4,818696,47354,38684.49617632735,10
2,4,930614,29229,26686.943107002764,5
9,1,340925,9976,2034.3455652204298,14
1,5,980676,37801,16818.325805379594,37
9,6,158572,55385,30890.5261408209,14
10,5,308363,15209,12876.587299248571,36
8,5,508674,47993,41432.05203932416,20
17,6,121500,31302,20496.472451861904,5
11,5,827715,75978,62350.130632738816,44
1,5,306762,87525,37244.86037076445,41
6,6,200541,85085,1136.8936044815516,34
7,2,794389,14596,2640.189125900205,19
11,3,714636,94075,27097.442614727566,1
15,1,290207,44005,12410.13226089357,0
3,5,332799,56413,9125.524283111494,25
19,2,133332,35779,8525.499725130529,24
9,5,214819,56000,34996.540123210834,41
18,1,810791,12516,3750.718226065527,37
9,3,690466,89759,3981.108980053679,41
14,6,736486,36815,16939.881764214697,25
14,2,533823,55646,2652.0874120543067,1
17,5,825519,61508,16434.16652361125,46
4,5,849243,62403,13037.521411475678,4
18,2,452605,61298,12977.013240158281,31
18,3,183182,86494,31150.10378860534,11
8,2,285447,6067,2662.6018224552786,1
4,1,668180,61602,49679.98180245851,40
21,4,625912,68736,10460.76555527965,37
11,4,17028,27670,2203.365649483858,32
7,3,855640,3095,2030.0734850831668,37
2,1,201833,36330,7470.863151149301,48
17,5,176761,94434,92404.94032637411,5
4,4,439938,54567,7345.065594573272,32
8,3,109826,17969,2365.3802937894907,13
9,6,99941,57112,34765.332169736044,41
11,5,148268,90851,62202.756226760575,35
3,5,665417,23157,15934.75844691797,21
3,2,83955,80298,16853.760755511237,22
16,3,305189,82632,40443.575232430376,44
18,2,166743,54780,15370.421570351802,34
3,2,207349,48782,47019.56808390727,39
5,1,100274,93847,85595.0087135578,32
4,3,912022,23906,23350.26784358522,6
17,4,742068,7738,998.4795140877967,44
5,3,371529,54346,35281.6808407475,20
20,5,168504,74485,30215.29467739125,11
7,1,796035,51478,11851.36286351126,17
3,4,925763,62394,7910.463859867701,29
3,1,522923,71837,1173.1156025466482,1
1,6,818805,62473,1955.0037692624214,21
13,6,963686,72693,46610.15406911804,4
18,3,327384,69820,1841.9520714296928,18
9,1,77220,8266,5442.296358698007,22
9,1,829053,64334,25676.754389804242,46
5,1,316171,61613,35697.16795941365,34
7,5,603285,5024,677.1099614728936,40
20,1,312227,78846,28046.19913359151,40
3,3,43586,88320,2210.1599748393974,43
21,2,84955,32115,12115.687399056873,37
4,6,213898,35170,5094.348221929096,10
5,4,216555,37176,15438.666078439483,11
2,1,782173,88113,35979.83655404572,15
18,6,315389,20504,15114.947711726712,27
21,4,692873,73913,59372.7367618473,18
1,4,578601,56203,51325.126305937134,31
3,6,969996,28810,8669.326130914998,19
8,1,152901,66845,45997.44099311711,34
8,4,162903,67378,55566.097958647646,18
6,6,940723,9620,1088.3875894226683,26
5,6,223076,96427,87726.26404510903,25
10,4,107402,61962,23697.695685195544,3
19,2,763276,84585,52832.851936072926,11
9,2,32068,83936,66519.32611729087,12
1,3,974798,51160,36582.97066165836,10
6,3,974365,24318,18389.008367157472,29
3,6,774460,94351,81480.04370470572,1
2,4,675798,89348,69451.60793500731,42
1,2,9063,52982,15992.58696232898,27
3,1,406698,8633,773.3634470472465,7
6,1,200003,18707,8705.162326585078,32
16,6,805922,44418,27480.137055766318,43
5,3,834325,66659,11659.947713431704,2
7,6,788206,4090,1689.7120874577251,5
2,5,975000,37990,12737.957614062325,17
8,1,273035,29339,6154.103435015226,39
1,4,302104,88410,87361.57986776241,5
1,6,305521,14700,9556.73375243097,34
17,1,894081,59074,36100.65843928636,17
18,1,357416,16510,13674.272443162661,30
7,4,865407,31498,22279.45287078045,1
8,4,606965,4046,2298.202553317389,12
5,1,919513,29717,2173.458447213652,7
1,5,10929,99805,47620.7527562752,6
10,1,627784,70153,20652.94231616836,2
19,3,665868,80985,6151.941018920858,20
21,4,678499,38472,14888.213555679857,11
16,2,873292,86012,57344.575156715524,31
1,3,751016,89371,65770.39829853854,13
13,5,984403,25137,13789.894675778687,39
12,1,863773,28523,13101.849389499117,33
19,2,88179,7760,7322.358008031986,12
1,2,153061,72609,56107.57549498746,33
8,2,889417,47906,26477.97026873969,30
21,5,339471,59498,15547.632015702686,4
5,2,321473,11098,2413.1886211260626,29
2,1,533183,50876,28685.131765490445,45
13,5,953655,47001,15484.971014572811,31
12,1,164685,51216,23436.020627568894,2
11,4,413821,39135,18220.553851932444,28
10,6,9543,29505,13592.2374039138,27
18,4,506831,68515,37673.04490862609,36
6,5,205376,72666,60145.88606479746,42
10,5,643099,680,36.920094972869876,34
8,2,552970,47918,32719.287517313853,0
15,5,713848,43155,9298.703009002973,10
4,1,526518,67016,66216.5885528361,30
3,5,748797,97466,79392.86557354248,16
6,6,889222,63246,60844.43075133678,22
8,6,568274,55754,3618.548114509729,48
1,2,28207,34021,13740.768566045641,45
18,6,174970,83385,62593.49432230827,25
19,3,723341,18870,3332.044242443789,14
9,3,407266,56972,54173.5554377794,41
9,2,659016,80951,51394.73192083924,29
8,3,410999,65030,37870.47366435487,21
15,1,962316,90319,58352.819834353424,41
7,1,327314,49717,8712.239661648806,47
20,3,897596,60944,55393.44907949832,17
8,1,142309,65173,23853.968747623217,41
18,6,339209,58732,51970.28238345363,15
15,3,451779,39684,6858.081411186825,31
2,1,646826,95374,52244.35884298637,27
9,5,317751,45349,33740.17405068401,34
13,4,328426,73208,20187.251407826527,31
8,1,975387,81487,17030.64414747856,47
17,4,639505,37663,29431.569310632854,20
13,5,683326,87108,30792.60636181281,31
12,6,971100,4080,2045.5942291365739,11
6,5,383704,14256,256.5541035427369,1
5,2,856195,40084,34989.32970855151,48
20,2,511176,28705,6934.317552441745,10
3,5,26099,6190,2193.162350609833,41
11,3,495853,65071,52248.59819334484,10
19,3,277680,2368,1655.2165115457321,26
11,6,838863,56467,18908.31434759569,43
11,4,305137,47124,31087.54724448114,35
5,4,404656,49372,21111.16925636514,9
10,3,239332,43326,5152.1329797009275,36
2,4,697077,4983,2648.0316970970403,15
1,2,914294,27268,999.7189251355524,25
13,2,138523,78707,12244.296014936826,48
7,5,319672,43149,31534.337854730034,33
5,3,360895,21294,5398.633884576268,23
8,1,12914,46667,10233.721028233336,28
10,1,881214,95493,9615.897682475677,7
16,6,143194,67448,56473.692833306784,34
3,1,425916,81731,24308.879365237994,21
4,2,498573,21967,16889.20305134418,18
20,1,967834,37878,34508.518223536856,36
11,1,1446,40079,17465.21019377522,41
9,6,478439,28661,15871.364487101404,1
14,2,412938,28446,16427.57052306541,3
21,3,692050,63748,38450.9293889858,21
2,5,741389,46892,2471.894124095284,38
14,5,614991,70781,3969.595255942339,23
5,4,265931,80409,11939.47586716879,44
18,2,496002,20492,8914.584321374368,43
14,3,915904,11573,10838.505616512448,10
4,1,831990,81776,20803.127541198883,18
11,2,425414,42320,105.8025915457512,20
19,4,931819,8521,6310.8460409291865,10
6,5,697223,23517,17728.440762068058,10
18,5,127871,68788,52773.076127108456,7
7,3,535259,79263,69819.79182594917,7
8,3,369055,88832,19687.09972061985,20
9,6,740549,52567,22347.781905111966,29
20,1,238830,77463,65028.0272636243,26
20,2,800989,17545,5166.714462583316,17
18,2,113944,68775,45972.08360947058,45
10,4,468113,43784,29891.52532523021,27
4,4,59378,99220,23392.425843331577,39
2,1,336252,25658,6309.470264322099,41
17,2,56063,72554,44966.9176806307,1
6,4,522000,99126,65721.23783302412,36
20,1,973236,4284,2455.105715721248,10
12,2,61257,84458,62197.70059343208,3
15,2,453669,59070,57274.77837618043,35
4,2,319085,98852,5014.171241519514,17
20,5,984146,57172,7368.858424824433,44
13,5,299833,23300,906.1600510602233,20
20,3,612890,63137,4164.907993687172,15
10,6,571184,14501,9474.690297655345,12
1,4,77065,56281,16107.650195434171,30
4,5,60509,20318,2767.8695522522394,20
20,3,723199,74509,61766.21356887226,15
21,1,13799,58265,44167.41087969883,24
4,2,421036,43631,24285.268111067093,16
4,2,16314,63051,46037.557944580854,19
19,3,60679,73905,59893.83459218465,15
1,3,563084,39501,8714.627087328301,38
7,2,411265,77985,24327.173943584083,30
15,4,480970,98503,47245.83961024318,4
16,1,840764,31047,7650.9879099638765,39
20,6,361378,69196,18905.806158013696,39
11,1,595751,19204,4586.426938692848,30
20,1,336992,54405,31952.79152391752,1
12,4,729597,88640,20010.873256846597,16
16,6,950116,93009,9402.087234574492,41
16,3,642858,90637,59137.94765436113,29
10,2,957461,96731,57844.92549254458,30
2,3,298265,32387,3360.8562565686984,3
20,2,492045,33130,3076.4700711941596,43
8,3,228643,99080,4309.715464465332,34
16,2,487272,18220,1005.3973921161264,16
